site,Plot,tree,species,dbh,dbhclass,height,lcr,class,age,ba,tpa,remin,remax,rerange,remean,aemin,aemax,aerange,aemean,AveInun,fldcls,meddur,medpeak,comp,Pith Score,Match Score,Core Condition,Rings,RelMin,RelMax,RelRng,RelMn,AveInun,MedDur,MedPk,AveFreq,Shan,Simp,Rich,AbsMn,AbsMx,AbsRng,AbsMean,FC1,durbin,pkbin,fqbin
Bagley Bottoms,BB7,10,ULAM,7.7,7,40,20,I,61,0.32336766,10,8.399999619,9.399999619,1,8.880769106,18714,18745,31,18729.80198,17.34,20,9,119,mixed,A,A,A,NA,8.399999619,9.399999619,1,8.880769106,17.34,9,119,1.243333333,1.386294361,3.188679245,4,18714,18745,31,18729.80198,15,8.5,115,1
Bagley Bottoms,BB7,11,ULAM,11.2,11,48,40,I,64,0.68414976,10,8.399999619,9.399999619,1,8.880769106,18714,18745,31,18729.80198,17.34,20,9,119,mixed,C,B,A,65,8.399999619,9.399999619,1,8.880769106,17.34,9,119,1.243333333,1.386294361,3.188679245,4,18714,18745,31,18729.80198,15,8.5,115,1
Bagley Bottoms,BB7,12,ACSA,20,20,55,35,C,65,2.1816,10,8.399999619,9.399999619,1,8.880769106,18714,18745,31,18729.80198,17.34,20,9,119,mixed,C,C,A,59,8.399999619,9.399999619,1,8.880769106,17.34,9,119,1.243333333,1.386294361,3.188679245,4,18714,18745,31,18729.80198,15,8.5,115,1
Bagley Bottoms,BB7,13,ACSA,33.2,33,56,25,D,NA,6.01161696,10,8.399999619,9.399999619,1,8.880769106,18714,18745,31,18729.80198,17.34,20,9,119,mixed,,,,NA,8.399999619,9.399999619,1,8.880769106,17.34,9,119,1.243333333,1.386294361,3.188679245,4,18714,18745,31,18729.80198,15,8.5,115,1
Bagley Bottoms,BB8,1,ACSA,8.1,8,47,30,S,79,0.35783694,10,9.899999619,10.80000019,0.900000572,10.28461544,18737,18792,55,18772,8.303571429,10,7,119,mixed,A,C,A,59,9.899999619,10.80000019,0.900000572,10.28461544,8.303571429,7,119,0.8,0.693147181,1.528301887,2,18737,18792,55,18772,5,7,115,0.5
Bagley Bottoms,BB8,2,ACSA,20.9,20,59,35,D,82,2.38236174,10,9.899999619,10.80000019,0.900000572,10.28461544,18737,18792,55,18772,8.303571429,10,7,119,mixed,C,C,A,49,9.899999619,10.80000019,0.900000572,10.28461544,8.303571429,7,119,0.8,0.693147181,1.528301887,2,18737,18792,55,18772,5,7,115,0.5
Bagley Bottoms,BB8,3,ACSA,14.3,14,56,50,I,89,1.11528846,10,9.899999619,10.80000019,0.900000572,10.28461544,18737,18792,55,18772,8.303571429,10,7,119,mixed,A,B,A,45,9.899999619,10.80000019,0.900000572,10.28461544,8.303571429,7,119,0.8,0.693147181,1.528301887,2,18737,18792,55,18772,5,7,115,0.5
Bagley Bottoms,BB8,4,ACSA,16,16,60,20,I,87,1.396224,10,9.899999619,10.80000019,0.900000572,10.28461544,18737,18792,55,18772,8.303571429,10,7,119,mixed,C,C,A,47,9.899999619,10.80000019,0.900000572,10.28461544,8.303571429,7,119,0.8,0.693147181,1.528301887,2,18737,18792,55,18772,5,7,115,0.5
Bagley Bottoms,BB8,5,ACSA,7.2,7,36,50,S,80,0.28273536,10,9.899999619,10.80000019,0.900000572,10.28461544,18737,18792,55,18772,8.303571429,10,7,119,mixed,B,A,B,46,9.899999619,10.80000019,0.900000572,10.28461544,8.303571429,7,119,0.8,0.693147181,1.528301887,2,18737,18792,55,18772,5,7,115,0.5
Bagley Bottoms,BB8,6,ACSA,14.5,14,53,55,S,97,1.1467035,10,9.899999619,10.80000019,0.900000572,10.28461544,18737,18792,55,18772,8.303571429,10,7,119,mixed,,,,44,9.899999619,10.80000019,0.900000572,10.28461544,8.303571429,7,119,0.8,0.693147181,1.528301887,2,18737,18792,55,18772,5,7,115,0.5
Bagley Bottoms,BB8,7,ULAM,11.6,11,31,75,C,39,0.73389024,10,9.899999619,10.80000019,0.900000572,10.28461544,18737,18792,55,18772,8.303571429,10,7,119,mixed,C,B,B,49,9.899999619,10.80000019,0.900000572,10.28461544,8.303571429,7,119,0.8,0.693147181,1.528301887,2,18737,18792,55,18772,5,7,115,0.5
Bagley Bottoms,BB8,8,ACSA,8.4,8,32,0,C,NA,0.38483424,10,9.899999619,10.80000019,0.900000572,10.28461544,18737,18792,55,18772,8.303571429,10,7,119,mixed,,,,45,9.899999619,10.80000019,0.900000572,10.28461544,8.303571429,7,119,0.8,0.693147181,1.528301887,2,18737,18792,55,18772,5,7,115,0.5
Bagley Bottoms,BB8,9,ULAM,7.2,7,27,80,C,65,0.28273536,10,9.899999619,10.80000019,0.900000572,10.28461544,18737,18792,55,18772,8.303571429,10,7,119,mixed,B,B,A,59,9.899999619,10.80000019,0.900000572,10.28461544,8.303571429,7,119,0.8,0.693147181,1.528301887,2,18737,18792,55,18772,5,7,115,0.5
Bagley Bottoms,BB9,1,ACSA,14.3,14,49,30,I,69,1.11528846,10,8,8.699999809,0.699999809,8.329166532,18690,18721,31,18706.55882,22.1125,30,9,121,pure,A,C,C,68,8,8.699999809,0.699999809,8.329166532,22.1125,9,121,1.566666667,1.083575524,1.240549828,3,18690,18721,31,18706.55882,20,8.5,120,1.5
Bagley Bottoms,BB9,2,ACSA,16.8,16,51,25,C,75,1.53933696,10,8,8.699999809,0.699999809,8.329166532,18690,18721,31,18706.55882,22.1125,30,9,121,pure,C,C,C,70,8,8.699999809,0.699999809,8.329166532,22.1125,9,121,1.566666667,1.083575524,1.240549828,3,18690,18721,31,18706.55882,20,8.5,120,1.5
Bagley Bottoms,BB9,3,ACSA,8.9,8,43,40,S,67,0.43201134,10,8,8.699999809,0.699999809,8.329166532,18690,18721,31,18706.55882,22.1125,30,9,121,pure,C,B,A,64,8,8.699999809,0.699999809,8.329166532,22.1125,9,121,1.566666667,1.083575524,1.240549828,3,18690,18721,31,18706.55882,20,8.5,120,1.5
Bagley Bottoms,BB9,4,PODE,26.3,26,63,15,D,62,3.77247726,10,8,8.699999809,0.699999809,8.329166532,18690,18721,31,18706.55882,22.1125,30,9,121,pure,C,A,C,68,8,8.699999809,0.699999809,8.329166532,22.1125,9,121,1.566666667,1.083575524,1.240549828,3,18690,18721,31,18706.55882,20,8.5,120,1.5
Bagley Bottoms,BB9,5,ACSA,9.2,9,39,20,S,63,0.46162656,10,8,8.699999809,0.699999809,8.329166532,18690,18721,31,18706.55882,22.1125,30,9,121,pure,C,C,A,66,8,8.699999809,0.699999809,8.329166532,22.1125,9,121,1.566666667,1.083575524,1.240549828,3,18690,18721,31,18706.55882,20,8.5,120,1.5
Bagley Bottoms,BB9,6,ACSA,17.5,17,53,25,C,67,1.6702875,10,8,8.699999809,0.699999809,8.329166532,18690,18721,31,18706.55882,22.1125,30,9,121,pure,C,C,B,68,8,8.699999809,0.699999809,8.329166532,22.1125,9,121,1.566666667,1.083575524,1.240549828,3,18690,18721,31,18706.55882,20,8.5,120,1.5
Bagley Bottoms,BB9,7,ULAM,9.1,9,37,70,S,84,0.45164574,10,8,8.699999809,0.699999809,8.329166532,18690,18721,31,18706.55882,22.1125,30,9,121,pure,A,A,B,66,8,8.699999809,0.699999809,8.329166532,22.1125,9,121,1.566666667,1.083575524,1.240549828,3,18690,18721,31,18706.55882,20,8.5,120,1.5
Bagley Bottoms,BB9,8,ACSA,14.5,14,51,30,C,77,1.1467035,10,8,8.699999809,0.699999809,8.329166532,18690,18721,31,18706.55882,22.1125,30,9,121,pure,A,C,B,71,8,8.699999809,0.699999809,8.329166532,22.1125,9,121,1.566666667,1.083575524,1.240549828,3,18690,18721,31,18706.55882,20,8.5,120,1.5
Bagley Bottoms,BB9,9,ACSA,13.8,13,46,40,S,71,1.03865976,10,8,8.699999809,0.699999809,8.329166532,18690,18721,31,18706.55882,22.1125,30,9,121,pure,B,,A,57,8,8.699999809,0.699999809,8.329166532,22.1125,9,121,1.566666667,1.083575524,1.240549828,3,18690,18721,31,18706.55882,20,8.5,120,1.5
Bagley Bottoms,BB9,10,ACSA,10.6,10,45,50,I,72,0.61281144,10,8,8.699999809,0.699999809,8.329166532,18690,18721,31,18706.55882,22.1125,30,9,121,pure,C,,A,70,8,8.699999809,0.699999809,8.329166532,22.1125,9,121,1.566666667,1.083575524,1.240549828,3,18690,18721,31,18706.55882,20,8.5,120,1.5
Bagley Bottoms,BB9,11,ACSA,16,16,50,25,C,72,1.396224,10,8,8.699999809,0.699999809,8.329166532,18690,18721,31,18706.55882,22.1125,30,9,121,pure,B,B,A,59,8,8.699999809,0.699999809,8.329166532,22.1125,9,121,1.566666667,1.083575524,1.240549828,3,18690,18721,31,18706.55882,20,8.5,120,1.5
Bagley Bottoms,BB9,12,ACSA,10.4,10,43,45,I,79,0.58990464,10,8,8.699999809,0.699999809,8.329166532,18690,18721,31,18706.55882,22.1125,30,9,121,pure,B,C,A,62,8,8.699999809,0.699999809,8.329166532,22.1125,9,121,1.566666667,1.083575524,1.240549828,3,18690,18721,31,18706.55882,20,8.5,120,1.5
Bagley Bottoms,BB9,13,ACSA,11.9,11,49,35,I,81,0.77234094,10,8,8.699999809,0.699999809,8.329166532,18690,18721,31,18706.55882,22.1125,30,9,121,pure,C,B,A,62,8,8.699999809,0.699999809,8.329166532,22.1125,9,121,1.566666667,1.083575524,1.240549828,3,18690,18721,31,18706.55882,20,8.5,120,1.5
Bagley Bottoms,BB9,14,ACSA,22.1,22,57,30,D,65,2.66378814,10,8,8.699999809,0.699999809,8.329166532,18690,18721,31,18706.55882,22.1125,30,9,121,pure,A,C,A,69,8,8.699999809,0.699999809,8.329166532,22.1125,9,121,1.566666667,1.083575524,1.240549828,3,18690,18721,31,18706.55882,20,8.5,120,1.5
Bagley Bottoms,BB9,15,ACSA,11,11,46,50,I,79,0.659934,10,8,8.699999809,0.699999809,8.329166532,18690,18721,31,18706.55882,22.1125,30,9,121,pure,B,B,A,65,8,8.699999809,0.699999809,8.329166532,22.1125,9,121,1.566666667,1.083575524,1.240549828,3,18690,18721,31,18706.55882,20,8.5,120,1.5
Bagley Bottoms,BB9,16,ACSA,17.6,17,55,35,C,77,1.68943104,10,8,8.699999809,0.699999809,8.329166532,18690,18721,31,18706.55882,22.1125,30,9,121,pure,C,C,A,63,8,8.699999809,0.699999809,8.329166532,22.1125,9,121,1.566666667,1.083575524,1.240549828,3,18690,18721,31,18706.55882,20,8.5,120,1.5
Bagley Bottoms,BB9,17,ACSA,7.6,7,37,50,S,66,0.31502304,10,8,8.699999809,0.699999809,8.329166532,18690,18721,31,18706.55882,22.1125,30,9,121,pure,C,,B,NA,8,8.699999809,0.699999809,8.329166532,22.1125,9,121,1.566666667,1.083575524,1.240549828,3,18690,18721,31,18706.55882,20,8.5,120,1.5
Bagley Bottoms,BB9,18,ACSA,19.7,19,57,30,D,67,2.11664286,10,8,8.699999809,0.699999809,8.329166532,18690,18721,31,18706.55882,22.1125,30,9,121,pure,C,C,A,66,8,8.699999809,0.699999809,8.329166532,22.1125,9,121,1.566666667,1.083575524,1.240549828,3,18690,18721,31,18706.55882,20,8.5,120,1.5
Bagley Bottoms,BB9,19,ACSA,14.7,14,56,30,D,82,1.17855486,10,8,8.699999809,0.699999809,8.329166532,18690,18721,31,18706.55882,22.1125,30,9,121,pure,C,C,A,68,8,8.699999809,0.699999809,8.329166532,22.1125,9,121,1.566666667,1.083575524,1.240549828,3,18690,18721,31,18706.55882,20,8.5,120,1.5
Bagley Bottoms,BB10,1,QUBI,26.1,26,62,50,D,124,3.71531934,10,6.900000095,9.600000381,2.700000286,8.608333389,18645,18752,107,18718.26263,19.725,40,11,130.5,mixed,B,B,A,47,6.900000095,9.600000381,2.700000286,8.608333389,19.725,11,130.5,1.372222222,1.083575524,2.461538462,3,18645,18752,107,18718.26263,15,10,130,1
Bagley Bottoms,BB10,2,QUBI,31,31,65,65,D,96,5.241294,10,6.900000095,9.600000381,2.700000286,8.608333389,18645,18752,107,18718.26263,19.725,40,11,130.5,mixed,C,B,A,46,6.900000095,9.600000381,2.700000286,8.608333389,19.725,11,130.5,1.372222222,1.083575524,2.461538462,3,18645,18752,107,18718.26263,15,10,130,1
Bagley Bottoms,BB10,3,CEOC,5.7,5,34,30,I,41,0.17720046,10,6.900000095,9.600000381,2.700000286,8.608333389,18645,18752,107,18718.26263,19.725,40,11,130.5,mixed,A,B,B,48,6.900000095,9.600000381,2.700000286,8.608333389,19.725,11,130.5,1.372222222,1.083575524,2.461538462,3,18645,18752,107,18718.26263,15,10,130,1
Bagley Bottoms,BB10,4,QUBI,12.3,12,47,45,S,79,0.82513566,10,6.900000095,9.600000381,2.700000286,8.608333389,18645,18752,107,18718.26263,19.725,40,11,130.5,mixed,B,C,B,46,6.900000095,9.600000381,2.700000286,8.608333389,19.725,11,130.5,1.372222222,1.083575524,2.461538462,3,18645,18752,107,18718.26263,15,10,130,1
Bagley Bottoms,BB10,5,QUBI,19.9,19,48,80,I,131,2.15983854,10,6.900000095,9.600000381,2.700000286,8.608333389,18645,18752,107,18718.26263,19.725,40,11,130.5,mixed,A,A,B,48,6.900000095,9.600000381,2.700000286,8.608333389,19.725,11,130.5,1.372222222,1.083575524,2.461538462,3,18645,18752,107,18718.26263,15,10,130,1
Bagley Bottoms,BB10,6,ACSA,11.6,11,51,40,C,79,0.73389024,10,6.900000095,9.600000381,2.700000286,8.608333389,18645,18752,107,18718.26263,19.725,40,11,130.5,mixed,C,,B,48,6.900000095,9.600000381,2.700000286,8.608333389,19.725,11,130.5,1.372222222,1.083575524,2.461538462,3,18645,18752,107,18718.26263,15,10,130,1
Bagley Bottoms,BB10,7,ACSA,8.6,8,29,65,S,71,0.40337784,10,6.900000095,9.600000381,2.700000286,8.608333389,18645,18752,107,18718.26263,19.725,40,11,130.5,mixed,B,B,A,41,6.900000095,9.600000381,2.700000286,8.608333389,19.725,11,130.5,1.372222222,1.083575524,2.461538462,3,18645,18752,107,18718.26263,15,10,130,1
Bagley Bottoms,BB10,8,ACSA,11.1,11,43,25,I,89,0.67198734,10,6.900000095,9.600000381,2.700000286,8.608333389,18645,18752,107,18718.26263,19.725,40,11,130.5,mixed,B,C,B,45,6.900000095,9.600000381,2.700000286,8.608333389,19.725,11,130.5,1.372222222,1.083575524,2.461538462,3,18645,18752,107,18718.26263,15,10,130,1
Goose Island,GI2,1,FRPE,6.7,6,35.2,80,S,70,0.24483006,10,4.599999905,6.599999905,2,5.292000008,19277,19349,72,19311.61,,50,11,130,mixed,B,A,B,70,4.599999905,6.599999905,2,5.292000008,23.42272727,11,122.5,1.846666667,1.386294361,2.578947368,4,19289,19337,48,19312.46535,20,10,120,1.5
Goose Island,GI2,2,PODE,18.3,18,61.2,10,D,57,1.82649006,10,4.599999905,6.599999905,2,5.292000008,19277,19349,72,19311.61,,50,11,130,mixed,,,,57,4.599999905,6.599999905,2,5.292000008,23.42272727,11,122.5,1.846666667,1.386294361,2.578947368,4,19289,19337,48,19312.46535,20,10,120,1.5
Goose Island,GI2,3,PODE,16.7,16,75.9,10,D,64,1.52106606,10,4.599999905,6.599999905,2,5.292000008,19277,19349,72,19311.61,,50,11,130,mixed,,,,64,4.599999905,6.599999905,2,5.292000008,23.42272727,11,122.5,1.846666667,1.386294361,2.578947368,4,19289,19337,48,19312.46535,20,10,120,1.5
Goose Island,GI2,4,ACSA,18.5,18,70.5,40,C,75,1.8666315,10,4.599999905,6.599999905,2,5.292000008,19277,19349,72,19311.61,,50,11,130,mixed,A,C,A,75,4.599999905,6.599999905,2,5.292000008,23.42272727,11,122.5,1.846666667,1.386294361,2.578947368,4,19289,19337,48,19312.46535,20,10,120,1.5
Goose Island,GI2,5,FRPE,9.1,9,53.6,50,I,74,0.45164574,10,4.599999905,6.599999905,2,5.292000008,19277,19349,72,19311.61,,50,11,130,mixed,C,A,B,74,4.599999905,6.599999905,2,5.292000008,23.42272727,11,122.5,1.846666667,1.386294361,2.578947368,4,19289,19337,48,19312.46535,20,10,120,1.5
Goose Island,GI2,6,ACSA,25.9,25,57,75,I,63,3.65859774,10,4.599999905,6.599999905,2,5.292000008,19277,19349,72,19311.61,,50,11,130,mixed,C,B,C,63,4.599999905,6.599999905,2,5.292000008,23.42272727,11,122.5,1.846666667,1.386294361,2.578947368,4,19289,19337,48,19312.46535,20,10,120,1.5
Goose Island,GI2,7,PODE,26.6,26,87.3,15,D,70,3.85903224,10,4.599999905,6.599999905,2,5.292000008,19277,19349,72,19311.61,,50,11,130,mixed,C,C,C,70,4.599999905,6.599999905,2,5.292000008,23.42272727,11,122.5,1.846666667,1.386294361,2.578947368,4,19289,19337,48,19312.46535,20,10,120,1.5
Goose Island,GI2,8,ULAM,10.3,10,32,80,S,69,0.57861486,10,4.599999905,6.599999905,2,5.292000008,19277,19349,72,19311.61,,50,11,130,mixed,C,C,C,69,4.599999905,6.599999905,2,5.292000008,23.42272727,11,122.5,1.846666667,1.386294361,2.578947368,4,19289,19337,48,19312.46535,20,10,120,1.5
Goose Island,GI2,9,PODE,20.8,20,64.3,25,D,NA,2.35961856,10,4.599999905,6.599999905,2,5.292000008,19277,19349,72,19311.61,,50,11,130,mixed,,,,NA,4.599999905,6.599999905,2,5.292000008,23.42272727,11,122.5,1.846666667,1.386294361,2.578947368,4,19289,19337,48,19312.46535,20,10,120,1.5
Goose Island,GI2,10,ACSA,19.7,19,86.6,45,D,60,2.11664286,10,4.599999905,6.599999905,2,5.292000008,19277,19349,72,19311.61,,50,11,130,mixed,C,B,B,60,4.599999905,6.599999905,2,5.292000008,23.42272727,11,122.5,1.846666667,1.386294361,2.578947368,4,19289,19337,48,19312.46535,20,10,120,1.5
Goose Island,GI2,11,ACSA,22,22,86.6,45,D,66,2.639736,10,4.599999905,6.599999905,2,5.292000008,19277,19349,72,19311.61,,50,11,130,mixed,A,C,C,66,4.599999905,6.599999905,2,5.292000008,23.42272727,11,122.5,1.846666667,1.386294361,2.578947368,4,19289,19337,48,19312.46535,20,10,120,1.5
Goose Island,GI2,12,ACSA,12.9,12,47.2,70,S,74,0.90760014,10,4.599999905,6.599999905,2,5.292000008,19277,19349,72,19311.61,,50,11,130,mixed,B,B,B,74,4.599999905,6.599999905,2,5.292000008,23.42272727,11,122.5,1.846666667,1.386294361,2.578947368,4,19289,19337,48,19312.46535,20,10,120,1.5
Goose Island,GI2,13,ACSA,19.5,19,68.2,35,C,74,2.0738835,10,4.599999905,6.599999905,2,5.292000008,19277,19349,72,19311.61,,50,11,130,mixed,A,A,B,74,4.599999905,6.599999905,2,5.292000008,23.42272727,11,122.5,1.846666667,1.386294361,2.578947368,4,19289,19337,48,19312.46535,20,10,120,1.5
Goose Island,GI2,14,ACSA,6.7,6,28.4,80,S,65,0.24483006,10,4.599999905,6.599999905,2,5.292000008,19277,19349,72,19311.61,,50,11,130,mixed,C,B,B,65,4.599999905,6.599999905,2,5.292000008,23.42272727,11,122.5,1.846666667,1.386294361,2.578947368,4,19289,19337,48,19312.46535,20,10,120,1.5
Goose Island,GI2,15,ACSA,14.7,14,49.6,40,I,68,1.17855486,10,4.599999905,6.599999905,2,5.292000008,19277,19349,72,19311.61,,50,11,130,mixed,C,C,A,68,4.599999905,6.599999905,2,5.292000008,23.42272727,11,122.5,1.846666667,1.386294361,2.578947368,4,19289,19337,48,19312.46535,20,10,120,1.5
Goose Island,GI2,16,ACSA,18.1,18,52,45,I,70,1.78678494,10,4.599999905,6.599999905,2,5.292000008,19277,19349,72,19311.61,,50,11,130,mixed,,,,70,4.599999905,6.599999905,2,5.292000008,23.42272727,11,122.5,1.846666667,1.386294361,2.578947368,4,19289,19337,48,19312.46535,20,10,120,1.5
Goose Island,GI2,17,PODE,29.4,29,100.2,20,D,71,4.71421944,10,4.599999905,6.599999905,2,5.292000008,19277,19349,72,19311.61,,50,11,130,mixed,B,B,A,71,4.599999905,6.599999905,2,5.292000008,23.42272727,11,122.5,1.846666667,1.386294361,2.578947368,4,19289,19337,48,19312.46535,20,10,120,1.5
Goose Island,GI2,18,ACSA,12.2,12,45.4,85,S,73,0.81177336,10,4.599999905,6.599999905,2,5.292000008,19277,19349,72,19311.61,,50,11,130,mixed,,,,73,4.599999905,6.599999905,2,5.292000008,23.42272727,11,122.5,1.846666667,1.386294361,2.578947368,4,19289,19337,48,19312.46535,20,10,120,1.5
Goose Island,GI4,1,FRPE,9.5,9,60.8,40,D,54,0.4922235,10,5.699999809,7.900000095,2.200000286,6.965384575,19318,19388,70,19354.97059,7.871590909,20,7,147.5,mixed,B,A,B,35,5.699999809,7.900000095,2.200000286,6.965384575,7.871590909,8,122.5,1.256578947,1.083575524,2.909090909,3,19301,19353,52,19333.60606,5,7,120,1
Goose Island,GI4,2,BENI,16,16,52,50,C,NA,1.396224,10,5.699999809,7.900000095,2.200000286,6.965384575,19318,19388,70,19354.97059,7.871590909,20,7,147.5,mixed,,,,83,5.699999809,7.900000095,2.200000286,6.965384575,7.871590909,8,122.5,1.256578947,1.083575524,2.909090909,3,19301,19353,52,19333.60606,5,7,120,1
Goose Island,GI4,3,BENI,11.5,11,45.6,40,S,75,0.7212915,10,5.699999809,7.900000095,2.200000286,6.965384575,19318,19388,70,19354.97059,7.871590909,20,7,147.5,mixed,C,,B,76,5.699999809,7.900000095,2.200000286,6.965384575,7.871590909,8,122.5,1.256578947,1.083575524,2.909090909,3,19301,19353,52,19333.60606,5,7,120,1
Goose Island,GI4,4,QUEL,20.9,20,87.2,45,D,67,2.38236174,10,5.699999809,7.900000095,2.200000286,6.965384575,19318,19388,70,19354.97059,7.871590909,20,7,147.5,mixed,C,C,B,71,5.699999809,7.900000095,2.200000286,6.965384575,7.871590909,8,122.5,1.256578947,1.083575524,2.909090909,3,19301,19353,52,19333.60606,5,7,120,1
Goose Island,GI4,5,FRPE,7.2,7,49.4,90,I,85,0.28273536,10,5.699999809,7.900000095,2.200000286,6.965384575,19318,19388,70,19354.97059,7.871590909,20,7,147.5,mixed,A,B,B,73,5.699999809,7.900000095,2.200000286,6.965384575,7.871590909,8,122.5,1.256578947,1.083575524,2.909090909,3,19301,19353,52,19333.60606,5,7,120,1
Goose Island,GI5,1,FRPE,20.7,20,64.4,15,D,72,2.33698446,10,8.100000381,8.100000381,0,8.100000381,19297,19347,50,19318.33663,3.275,10,8,115.5,mixed,A,B,A,54,8.100000381,8.100000381,0,8.100000381,3.275,11,130,1.11375,1.386294361,2.612903226,4,19265,19414,149,19333.25,0,10,130,1
Goose Island,GI5,2,FRPE,20,20,72.5,20,D,65,2.1816,10,8.100000381,8.100000381,0,8.100000381,19297,19347,50,19318.33663,3.275,10,8,115.5,mixed,C,B,C,NA,8.100000381,8.100000381,0,8.100000381,3.275,11,130,1.11375,1.386294361,2.612903226,4,19265,19414,149,19333.25,0,10,130,1
Goose Island,GI5,3,ROPS,5,5,34.9,60,I,27,0.13635,10,8.100000381,8.100000381,0,8.100000381,19297,19347,50,19318.33663,3.275,10,8,115.5,mixed,C,B,C,75,8.100000381,8.100000381,0,8.100000381,3.275,11,130,1.11375,1.386294361,2.612903226,4,19265,19414,149,19333.25,0,10,130,1
Goose Island,GI5,4,ROPS,6.5,6,51.1,30,I,34,0.2304315,10,8.100000381,8.100000381,0,8.100000381,19297,19347,50,19318.33663,3.275,10,8,115.5,mixed,B,B,C,67,8.100000381,8.100000381,0,8.100000381,3.275,11,130,1.11375,1.386294361,2.612903226,4,19265,19414,149,19333.25,0,10,130,1
Goose Island,GI5,5,ROPS,9.1,9,45.4,20,C,NA,0.45164574,10,8.100000381,8.100000381,0,8.100000381,19297,19347,50,19318.33663,3.275,10,8,115.5,mixed,,,,85,8.100000381,8.100000381,0,8.100000381,3.275,11,130,1.11375,1.386294361,2.612903226,4,19265,19414,149,19333.25,0,10,130,1
Goose Island,GI5,6,ROPS,6,6,49.5,15,C,32,0.196344,10,8.100000381,8.100000381,0,8.100000381,19297,19347,50,19318.33663,3.275,10,8,115.5,mixed,B,B,C,72,8.100000381,8.100000381,0,8.100000381,3.275,11,130,1.11375,1.386294361,2.612903226,4,19265,19414,149,19333.25,0,10,130,1
Goose Island,GI5,7,FRPE,24.1,24,75.6,15,D,66,3.16773774,10,8.100000381,8.100000381,0,8.100000381,19297,19347,50,19318.33663,3.275,10,8,115.5,mixed,B,C,C,65,8.100000381,8.100000381,0,8.100000381,3.275,11,130,1.11375,1.386294361,2.612903226,4,19265,19414,149,19333.25,0,10,130,1
Goose Island,GI6,1,QUBI,15.4,15,64.9,55,D,54,1.29347064,10,4.400000095,7.599999905,3.199999809,5.662962949,19264,19371,107,19313.36,,10,7,110,mixed,B,A,B,70,4.400000095,7.599999905,3.199999809,5.662962949,23.22368421,11,130,1.11375,1.386294361,2.612903226,4,19265,19414,149,19333.25,20,10,130,1
Goose Island,GI6,2,FRPE,10.6,10,54.4,25,C,53,0.61281144,10,4.400000095,7.599999905,3.199999809,5.662962949,19264,19371,107,19313.36,,10,7,110,mixed,B,B,A,75,4.400000095,7.599999905,3.199999809,5.662962949,23.22368421,11,130,1.11375,1.386294361,2.612903226,4,19265,19414,149,19333.25,20,10,130,1
Goose Island,GI6,3,BENI,21.9,21,68.2,40,D,66,2.61579294,10,4.400000095,7.599999905,3.199999809,5.662962949,19264,19371,107,19313.36,,10,7,110,mixed,,,,74,4.400000095,7.599999905,3.199999809,5.662962949,23.22368421,11,130,1.11375,1.386294361,2.612903226,4,19265,19414,149,19333.25,20,10,130,1
Goose Island,GI6,4,BENI,14.1,14,50.5,70,C,44,1.08430974,10,4.400000095,7.599999905,3.199999809,5.662962949,19264,19371,107,19313.36,,10,7,110,mixed,,,,75,4.400000095,7.599999905,3.199999809,5.662962949,23.22368421,11,130,1.11375,1.386294361,2.612903226,4,19265,19414,149,19333.25,20,10,130,1
Goose Island,GI6,5,BENI,7.3,7,40.6,50,I,44,0.29064366,10,4.400000095,7.599999905,3.199999809,5.662962949,19264,19371,107,19313.36,,10,7,110,mixed,,,,90,4.400000095,7.599999905,3.199999809,5.662962949,23.22368421,11,130,1.11375,1.386294361,2.612903226,4,19265,19414,149,19333.25,20,10,130,1
Goose Island,GI6,6,BENI,6,6,36.2,90,S,43,0.196344,10,4.400000095,7.599999905,3.199999809,5.662962949,19264,19371,107,19313.36,,10,7,110,mixed,,,,55,4.400000095,7.599999905,3.199999809,5.662962949,23.22368421,11,130,1.11375,1.386294361,2.612903226,4,19265,19414,149,19333.25,20,10,130,1
Goose Island,GI6,7,BENI,8.9,8,40.2,90,I,40,0.43201134,10,4.400000095,7.599999905,3.199999809,5.662962949,19264,19371,107,19313.36,,10,7,110,mixed,,,,117,4.400000095,7.599999905,3.199999809,5.662962949,23.22368421,11,130,1.11375,1.386294361,2.612903226,4,19265,19414,149,19333.25,20,10,130,1
Goose Island,GI6,8,BENI,8.2,8,52.6,80,D,38,0.36672696,10,4.400000095,7.599999905,3.199999809,5.662962949,19264,19371,107,19313.36,,10,7,110,mixed,,,,76,4.400000095,7.599999905,3.199999809,5.662962949,23.22368421,11,130,1.11375,1.386294361,2.612903226,4,19265,19414,149,19333.25,20,10,130,1
Goose Island,GI6,9,BENI,12.7,12,52.6,80,D,37,0.87967566,10,4.400000095,7.599999905,3.199999809,5.662962949,19264,19371,107,19313.36,,10,7,110,mixed,,,,76,4.400000095,7.599999905,3.199999809,5.662962949,23.22368421,11,130,1.11375,1.386294361,2.612903226,4,19265,19414,149,19333.25,20,10,130,1
Goose Island,GI6,10,BENI,10.2,10,49,85,I,41,0.56743416,10,4.400000095,7.599999905,3.199999809,5.662962949,19264,19371,107,19313.36,,10,7,110,mixed,,,,78,4.400000095,7.599999905,3.199999809,5.662962949,23.22368421,11,130,1.11375,1.386294361,2.612903226,4,19265,19414,149,19333.25,20,10,130,1
